item_name,list_price,unit_cost,stock_code,vat_rate,supplier_code
OUZO of KAVALA extra 200ml 38% vol. (Box of 24),179.76,156,EN001-24,UK Zero Rate,
Evros sausages 640g  (Box of 24),119.76,99.84,IF025-24,UK Zero Rate,
Evros sausages with leek 640g  (Box of 24),131.76,114.96,IF033-24,UK Zero Rate,
Bread ring (koulouri) 90gr  (box of 50),46,0,ION0010-50,UK Zero Rate,
Bread ring wholegrain (koulouri) 90gr  (box of 50),52.9,0,ION0039-50,UK Zero Rate,
Round Pie with Feta 2050gr  (box of 4),48,32,ION0059-4,UK Zero Rate,
Round pie with spinach & feta 2050gr  (box 4),48,32,ION0061-4,UK Zero Rate,
SPITIKI ZYMI  Plant-based mini puff pastry with cheese 500gr  (box of 8),33.6,31.2,ION0069-8,UK Zero Rate,
SPITIKI ZYMI Plant-based mini sausage roll 500gr  (box of 8),42.4,55.2,ION0071-8,UK Zero Rate,
Cypriot sheftalia 100g  (Tray of 3Kg),40,22.5,KI001-3,UK Zero Rate,
Easy bake Bechamel  (Box of 10),25.2,15,LOU014-10,UK Zero Rate,
Farin up self raising flour 500g  (box of 20),43.51,31.6,LOU001-20,UK Zero Rate,
Tsoureki flour 1Kg  (box of 10),29.61,27.9,LOU002-10,UK Zero Rate,
Soft flour No2 1kg  (box of 10),29.61,16,LOU017-10,UK Zero Rate,
Semolina fine 500g (box of 12),19.69,14.4,LOU006 -12,UK Zero Rate,
Semolina coarse 500g (box of 12),19.69,14.4,LOU007-12,UK Zero Rate,
"Self raising flour, gluten free 500g (box of 10)",55.71,48.1,LOU005 -10,UK Zero Rate,
Muffins mix 500g (box of 10),31.41,26.2,LOU009 -10,UK Zero Rate,
Hard flour No1 1kg  (box of 10),25.2,16,LOU016-10,UK Zero Rate,
Flour for pizza No 00 1Kg  (box of 10),16.11,10.8,LOU019-10,UK Zero Rate,
Chocolate muffins mix 500g (box of 10),34.11,31,LOU008-10,UK Zero Rate,
All purpose wheat flour 1Kg  (box of 10),20.61,16,LOU003-10,UK Zero Rate,
All purpose organic wheat flour 1Kg  (box of 10),29.61,28,LOU004-10,UK Zero Rate,
Farin up self raising flour 1kg  (box of 10),31.95,29.5,LOU015-10,UK Zero Rate,
Crepes mix 300g  (box of 10),17.91,14,LOU011-10,UK Zero Rate,
Black cherry fruit preserve 500g  (Pack of 6),25.2,18.6,MAK001-6,UK Zero Rate,
Bitter orange fruit preserve 500g  (Pack of 6),21.6,18,MAK003-6,UK Zero Rate,
Fig fruit preserve 500g  (Pack of 6),21.6,18,MAK005-6,UK Zero Rate,
Sour cherry fruit preserve 500g  (Pack of 6),21.6,18,MAK007-6,UK Zero Rate,
Grape fruit preserve 500g  (Pack of 6),25.2,21,MAK009-6,UK Zero Rate,
Clementine fruit preserve 500g  (Pack of 6),21.6,18,MAK011-6,UK Zero Rate,
Quince fruit preserve 500g  (Pack of 6),21.6,18,MAK013-6,UK Zero Rate,
Cherry fruit preserve 500g  (Pack of 6),25.2,52.5,MAK015-6,UK Zero Rate,
Strawberry fruit preserve 500g  (Pack of 6),25.2,21,MAK017-6,UK Zero Rate,
Apricot jam 290g  (Pack of 12),17.88,11.4,MAK019-12,UK Zero Rate,
Strawberry jam 290g  (Pack of 12),17.88,11.4,MAK021-12,UK Zero Rate,
Cherry jam 290g  (Pack of 12),17.88,11.4,MAK023-12,UK Zero Rate,
Blueberry jam 290g  (Pack of 12),17.88,11.4,MAK027-12,UK Zero Rate,
Whole wheat tahini 300g  (Pack of 12),41.88,45.6,MAK031-12,UK Zero Rate,
Dark chocolate tahini 320g  (Pack of 12),41.88,45.6,MAK033-12,UK Zero Rate,
Stuffed vine leaves with lemon taste 2Kg  (Pack of 6),52.5,39,MAK035-6,UK Zero Rate,
Stuffed vine leaves with lemon taste 280g  (Pack of 24),63.25,40.8,MAK037-24,UK Zero Rate,
Vine leaves in brine 450g  (Pack of 12),53.88,31.08,MAK039-12,UK Zero Rate,
Giant beans from Prespes 2Kg  (Pack of 6),52.5,35.34,MAK041-6,UK Zero Rate,
Giant beans from Prespes 280g  (Pack of 24),53,30.48,MAK043-24,UK Zero Rate,
Sweet sour gherkins in jar 680g  (Pack of 12),23.88,15.12,MAK049-12,UK Zero Rate,
Red roasted peppers 4.1Kg  (Pack of 6),89.4,60,MAK051-6,UK Zero Rate,
Red roasted peppers in brine 450g  (Pack of 12),34.8,24.24,MAK053-12,UK Zero Rate,
Chilli peppers in brine 340g  (Pack of 12),29.88,20.16,MAK055-12,UK Zero Rate,
Beetroots in slices 4Kg  (Pack of 6),29.4,24,MAK057-6,UK Zero Rate,
Beetroots in slices 700g  (Pack of 12),17.88,12.6,MAK059-12,UK Zero Rate,
Caper 105g  (Pack of 12),12.6,12.6,MAK061-12,UK Zero Rate,
Tomatopaste 4.5Kg  (Pack of 3),44.7,27.9,MAK063-3,UK Zero Rate,
Tomato pulp 680g  (Pack of 6),11.4,6.9,MAK067-6,UK Zero Rate,
Sun-dried tomatoes in oil 280g  (Pack of 12),29.88,20.16,MAK073-12,UK Zero Rate,
Horeca ketchup 28g  (Pack of 70),34.3,24.5,MAK075-70,UK Zero Rate,
Horeca mustard 28g  (Pack of 70),34.3,24.5,MAK077-70,UK Zero Rate,
Horeca mayonnaise 25g  (Pack of 70),34.3,24.5,MAK079-70,UK Zero Rate,
Chopped tomatoes 2.55Kg  (Pack of 6),39,24,MAK085-6,UK Zero Rate,
Vine leaves in brine 3Kg  (Box of 4),52,44,MAK088-4,UK Zero Rate,
Traditional Handmade Halva with Vanilla 400gr (Box of 8),31.2,24.8,MAK090-8,UK Zero Rate,
Traditional Handmade Halva with Cocoa 400gr  (Box of 8),31.2,24.8,MAK091-8,UK Zero Rate,
Spaghetti No6 500g  (Pack of 24),26.4,17.04,MAKV001-24,UK Zero Rate,
Pastitsio No2 500g  (Pack of 15),22.4,14.85,MAKV002-15,UK Zero Rate,
Linguine 500g  (Pack of 24),26.4,18,MAKV003-24,UK Zero Rate,
Orzo 500g  (Pack of 12),17.6,12.48,MAKV005-12,UK Zero Rate,
Salonikios halva with vanilla 400g  (Box of 12),38.4,31.2,MEL001-12,UK Zero Rate,
Salonikios halva with cocoa 400g  (Box of 12),38.4,31.2,MEL002-12,UK Zero Rate,
Salonikios halva NO SUGAR 400g  (Box of 12),38.4,31.2,MEL003-12,UK Zero Rate,
"Greek jelly delight rose, loukoumi 400g  (Box of 12)",39,30.6,MEL004-12,UK Zero Rate,
"Greek jelly delight coconut, loukoumi 400g  (Box of 12)",39,30.6,MEL007-12,UK Zero Rate,
"Greek jelly delight vanilla, loukoumi 400g  (Box of 12)",39,30.6,MEL005-12,UK Zero Rate,
"Greek jelly delight Chios mastiha, loukoumi 400g  (Box of 12)",39,30.6,MEL006-12,UK Zero Rate,
"Greek delight almond, loukoumi 400g  (Box of 12)",39,30.6,MEL008-12,UK Zero Rate,
Greek coffee 100g  (Pack of 10),14.9,15,MEL009-10,UK Zero Rate,
Chocolate syrup 540g  (Box of 12),30,21.6,MEL010-12,UK Zero Rate,
Hard and semi cheese croquettes 400g  (Box of 15),81,66,NI001-15,UK Zero Rate,
"Cheese croquettes with feta, cow milk cheese and tomato 400g  (Box of 15)",81,66,NI003-15,UK Zero Rate,
Handmade traditional zucchini fritters 400g  (Box of 15),84,69,NI005-15,UK Zero Rate,
Handmade tomatoballs from Santorini 400g  (Box of 15),84,69,NI007-15,UK Zero Rate,
"Mediterranean vegetable burger 440g, Vegan  (Box of 13)",80,58.5,NI009-13,UK Zero Rate,
Handmade traditional zucchini fritters 1Kg  (Box of 6),66,48,NI013-6,UK Zero Rate,
Handmade tomatoballs from Santorini 1Kg  (Box of 6),66,48,NI015-6,UK Zero Rate,
JUMBO VRYKOLES 85gr  (Box of 24),20.4,23.04,OH001-24,UK Zero Rate,
JUMBO PIZZA 85gr (Box of 24),20.4,23.04,OH002-24,UK Zero Rate,
JUMBO GARIDARES 85gr  (Box of 24),20.4,23.04,OH003-24,UK Zero Rate,
JUMBO FYSTIK 102gr (Box of 24),20.4,23.04,OH004-24,UK Zero Rate,
JUMBO FOFICO snack 100gr  (Box of 24),20.4,26.16,OH005-24,UK Zero Rate,
JUMBO CUBA HONAKIA 100gr (Box of 25),21.25,26.16,OH006-25,UK Zero Rate,
JUMBO Chips Salt gluten free 90gr  (Box of 25),20.9,28.75,OH007-23,UK Zero Rate,
Jumbo Chips Oregano 90gr (Box of 25),20.9,28.75,OH009-23,UK Zero Rate,
Papadopoulos biscotello with vanilla cream 200g  (box of 12),20.9,16.2,EB038-12,UK Zero Rate,
Traditional Halloumi Cheese 850gr.appr. (box of 6),65,48.6,PE04069089-01-6,UK Zero Rate,
Halloumi Cheese 225gr.  (Box of 22),60,47.3,PE04069089-02-22,UK Zero Rate,
Kataifi 650g  (Box of 8),60,55.2,PL011-8,UK Zero Rate,
Baklava 650g  (Box of 8),60,56,PL013-8,UK Zero Rate,
Galaktoboureko 650g  (Box of 8),60,56,PL015-8,UK Zero Rate,
Revani 650g  (Box of 8),60,55.2,PL017-8,UK Zero Rate,
Walnut pie 650g  (Box of 8),60,55.2,PL019-8,UK Zero Rate,
Mini rox 650g  (Box of 8),60,55.2,PL021-8,UK Zero Rate,
Mini tuluba 650g  (Box of 8),60,55.2,PL023-8,UK Zero Rate,
Mini trigono Panoramatos 450g  (Box of 8),81.6,63.2,PL025-8,UK Zero Rate,
Mini corne 550g  (Box of 8),71.2,55.2,PL027-8,UK Zero Rate,
Flaming red pepper spread 200g (Box of 6),23.4,15.9,SD001-6,UK Zero Rate,
Fillo pastry 400g  (Box of 10),31,25,TH001-10,UK Zero Rate,
Kataifi pastry 400g  (Box of 10),31,25,TH003-10,UK Zero Rate,
Green hot pepper sauce 100ml  (Pack of 24),71.76,48,VAR001-24,UK Zero Rate,
Naga hot pepper sauce 100ml  (Pack of 12),23.88,48,VAR003-12,UK Zero Rate,
Tropical hot pepper sauce 100ml  (Pack of 24),71.76,48,VAR005-24,UK Zero Rate,
Naga hot pepper sauce 700ml  (Pack of 6),65.4,47.4,VAR009-6,UK Zero Rate,
Tropical hot pepper sauce 700ml   (Pack of 6),65.4,47.4,VAR011-6,UK Zero Rate,
Chickpea Fritter 400 gr  (box of 15),82.5,67.5,NI019-15,UK Zero Rate,
JOTIS instant pudding vanilla cream 62g(Box of 20),29.8,22,EB029-20,UK Zero Rate,
Miranda papadopoulou wholegrain 270gr(Box of 12),28.49,23.4,EB037-12,UK Zero Rate,
ION Cocoa powder 125g(Box of 8),18.64,14.4,EB045-8,UK Zero Rate,
Miranda biscuits 250g  (Box of 12),24,18.6,EB047-12,UK Zero Rate,
Caprice classic wafer rolls with hazelnut 400g  (Box of 6),32.1,22.5,EB050-6,UK Zero Rate,
Caprice classic wafer rolls with hazelnut 250g  (Box of 12),50.6,37.8,EB051-12,UK Zero Rate,
Petit Beurre biscuits with wholegrain flour and dark chocolate 200g  (Box of 12),26.4,19.2,EB053-12,UK Zero Rate,
"ION NUCREMA duocolour with milk, hazelnuts and cocoa spread 400g(Box of 12)",34.9,33,EB018-12,UK Zero Rate,
Petit Beurre biscuits 225g  (Box of 16),31.84,19.2,EB035-16,UK Zero Rate,
Nescafe classic 100g  (Box of 24),149.5,108,PL089-24,UK Zero Rate,
Olympus Tsoureki 450g,6.49,0,OLYM001,UK Zero Rate,S00-138
Olympus Mini Tsourekakia (mini brioche) 600g,6.49,0,OLYM002,UK Zero Rate,S00-138
Olympus Tsoureki with praline (brioche) 500g,7.49,0,OLYM003,UK Zero Rate,S00-138
Olympus choco chips 450g,7.49,0,OLYM004,UK Zero Rate,S00-138
Olympus Tsoureki stuffed with praline chocolate 500g,9.85,0,OLYM005,UK Zero Rate,S00-138
Olympus Tsoureki stuffed with Chestnut Cream 500g,9.99,0,OLYM006,UK Zero Rate,S00-138
Olympus Cookies Plexouda (Orange) 350g,6.49,0,OLYM007,UK Zero Rate,S00-138
Olympus Cookies Biscuit 350g,6.49,0,OLYM008,UK Zero Rate,S00-138
Olympus Cookies Vanilla (grammoto) 350g,6.49,0,OLYM009,UK Zero Rate,S00-138
Olympus Cookies Margarita 350g,6.49,0,OLYM010,UK Zero Rate,S00-138
Olympus Cookies 350g,6.49,0,OLYM011,UK Zero Rate,S00-138
Olympus Cookies Lemon 350g,6.49,0,OLYM012,UK Zero Rate,S00-138
Olympus Cookies Cinammon 350g,6.49,0,OLYM013,UK Zero Rate,S00-138
Olympus Cookies Halva 350g,6.49,0,OLYM014,UK Zero Rate,S00-138
Olympus Cookies Grape Molasses (moustokouloura) 350g,6.99,0,OLYM015,UK Zero Rate,S00-138
Olympus Cookies with Sesame 350g,6.99,0,OLYM016,UK Zero Rate,S00-138
Olympus Petit Four Cherry 350g,6.99,0,OLYM017,UK Zero Rate,S00-138
Olympus Petit Four Truffle 350g,6.99,0,OLYM018,UK Zero Rate,S00-138
Olympus Petit Four Coconut 350g,6.99,0,OLYM019,UK Zero Rate,S00-138
Olympus Petit Four Chocolate 350g,6.99,0,OLYM020,UK Zero Rate,S00-138
Olympus Petit Four Heart 350g,6.99,0,OLYM021,UK Zero Rate,S00-138
Olympus Melomakarona-Cinammon 500g,7.3,0,OLYM022,UK Zero Rate,S00-138
Olympus Melomakarona-Cinammon Chocolate 500g,7.8,0,OLYM023,UK Zero Rate,S00-138
Olympus Kourabie-Almond Cookies 400g,7.3,0,OLYM024,UK Zero Rate,S00-138
Olympus Kourabie-Almond Cookies 4Kg,0,0,OLYM025,UK Zero Rate,S00-138
Olympus Melomakarona 4Kg,48,0,OLYM026,UK Zero Rate,S00-138
Bikre handmade marinated chicken breast and bacon souvlaki 120g (Pack of 8),14.9,0,BI020,UK Zero Rate,S00-2
Bikre handmade marinated chicken breast and bacon souvlaki 120g  (Box of 5Kg),48,0,BI020-5,UK Zero Rate,
Salami aeros with Naxos graviera 250g,4.5,0,IF024,UK Zero Rate,S00-9
Parizaki light 3% 330g,2.9,0,IF003,UK Zero Rate,S00-9
Salami with garlic 330g,3,0,IF005,UK Zero Rate,S00-9
Tzatziki  2Kg,17.5,0,SAV002,UK Zero Rate,S00-10
Tahini sesame cream 5Kg,49,0,MEL022,UK Zero Rate,S00-33
Chokolate Mini puff pastry pies 500g,4.9,0,ZIM02.721,UK Zero Rate,S00-60
Apple Mini puff pastry pies 500g,4.9,0,ZIM02.720,UK Zero Rate,S00-60
Fouantre smoked pork ham sliced 120gr,3.8,0,IF056,UK Zero Rate,S00-9
Fouantre roast pork with herbs gluten free 100gr,3.8,0,IF057,UK Zero Rate,S00-9
Pork schnitzel Box of 3Kg,48,0,BI107,UK Zero Rate,S00-2
Olympus Cookies Tahini 350g,6.49,0,OLYM027,UK Zero Rate,S00-138
Bikre gyros pork Ellite 15Kg,121.5,0,BI108,UK Zero Rate,S00-2
Manouri Cheese PDO 2Kg,34,0,TZA009,UK Zero Rate,S00-122
Kalamon Pitted Olives Ex. Large(201-230) 4.2lt,30.5,0,EL020,UK Zero Rate,S00-17
Hot cheese salad  2Kg,17.5,0,SAV001,UK Zero Rate,S00-10
"Whole Kalamon olives, Colossal (121-140) 4.2Lt",29.5,0,EL013,UK Zero Rate,S00-17
Expenses,0,0,EX,UK Zero Rate,
Breadsticks with fresh cretan greens 250gr,2.5,0,KRA035,UK Zero Rate,S00-15
"Breadsticks with sesame, tahini & thyme honey (no sugar added) 250gr",2.9,0,KRA036,UK Zero Rate,S00-15
Breadsticks with corn 250gr,2.6,0,KRA037,UK Zero Rate,S00-15
Eklekto white cheese 2Kg,17,0,KA023,UK Zero Rate,
Anari 400g,3.2,0,PE01,UK Zero Rate,S00-91
Halloumi Alambra foil 200g,3.4,0,PE02,UK Zero Rate,S00-91
Halloumi cheese foil 200g,3.8,0,PE03,UK Zero Rate,S00-91
Halloumi cheese foil 900g,10.9,0,PE04,UK Zero Rate,S00-91
Sheep Yoghurt 100%  (giagia) 150g,3.2,0,PE05,UK Zero Rate,S00-91
Yoghurt in glass vase (giagia) 500gr,3.99,0,PE06,UK Zero Rate,S00-91
Sheep yoghurt 100% (giagia) 700g,4.3,0,PE07,UK Zero Rate,S00-91
Sheep Yoghurt (giagia) 500g,4.5,0,PE08,UK Zero Rate,S00-91
Halloumi Alambra light 225g,2.9,0,PE09,UK Zero Rate,
Halloumi Alambra Sticks 400g,4.5,0,PE010,UK Zero Rate,S00-91
Halloumi sheep & goat Alambra 10Kg,130,0,PE011,UK Zero Rate,S00-91
Grated Cheese Alambra 200g,5.5,0,PE012,UK Zero Rate,S00-91
Mini puff pasties with ham & cheese (ZIMI) 750g,4.5,0,ZIM001,UK Zero Rate,S00-60
Mini puff pasties with spinach (ZIMI) 750g,4.5,0,ZIM002,UK Zero Rate,S00-60
Gyros Doner Beef 10Kg,0,0,BI109,UK Zero Rate,S00-2
Easy Bake Doughnuts (Loukoumades) 250g,2.8,0,LOU034,UK Zero Rate,S00-16
Easy Bake Doughnuts (Loukoumades) 250g  (box of 10),25.2,0,LOU034-10,UK Zero Rate,
LOULIS Dry Yeast 3 X 8gr,1.9,0,LOU035,UK Zero Rate,S00-16
LOULIS Dry Yeast 3 X 8gr (box of 20),36.1,0,LOU035-20,UK Zero Rate,
Sourdough (prozymi) & Yeast 20g,1.6,0,LOU036,UK Zero Rate,S00-16
Pastry Mix gluten free 500g,4.85,0,LOU037,UK Zero Rate,S00-16
Pastry Mix gluten free 500g (box of 10),43.65,0,LOU037-10,UK Zero Rate,
Easy Bake Mix Pizza 500g,2.8,0,LOU038,UK Zero Rate,S00-16
Easy Bake Mix Melomakarona 500g,4.95,0,LOU039,UK Zero Rate,S00-16
Easy Bake kourabie- Almond cookies 500g,4.95,0,LOU040,UK Zero Rate,S00-16
Transport Services from Greece,0,0,EX002,UK Zero Rate,
STORAGE SERVICES IN GREECE,0,0,EX003,UK Zero Rate,
CORRECTION,0,0,COR001,UK Zero Rate,
RENT NO VAT,0,0,R002,UK Zero Rate,
Import VAT & Duty,0,0,EX006,UK Zero Rate,
Easy Bake kourabie- Almond cookies 500g(box of 10),44.55,0,LOU040-10,UK Zero Rate,
Easy Bake Mix Pizza 500g (box of 10),25.2,0,LOU038-10,UK Zero Rate,
JUMBO STICKS 100g,1.15,0,OH010,UK Zero Rate,S00-25
JUMBO STICKS 100g (Box of 24),20.4,0,OH010-24,UK Zero Rate,
JUMBO SNACKER Cheddar Cheese 150g,1.15,0,OH011,UK Zero Rate,S00-25
JUMBO SNACKER Cheddar Cheese 150g (Box of 24),20.4,0,OH011-24,UK Zero Rate,
SPITIKI ZYMI mini puff pastries with feta 700g,4.2,0,ION0075,UK Zero Rate,S00-107
SPITIKI ZYMI mini puff pastries with feta 700g (Box of 6),25.2,0,ION0075-6,UK Zero Rate,
SPITIKI ZYMI mini puff pastry with sausage 700g,5.7,0,ION0076,UK Zero Rate,S00-107
SPITIKI ZYMI mini puff pastry with sausage 700g (Box of 6),34.2,0,ION0076-6,UK Zero Rate,
SPITIKI ZYMI traditional pie with feta 850g,6.1,0,ION0077,UK Zero Rate,S00-107
SPITIKI ZYMI traditional pie with feta 850g (Box of 4),24.4,0,ION0077-6,UK Zero Rate,
SPITIKI ZYMI traditional pie with spinach & feta 850g,6.1,0,ION0078,UK Zero Rate,S00-107
SPITIKI ZYMI traditional pie with spinach & feta 850g (Box of 4),24.4,0,ION0078-4,UK Zero Rate,
SPITIKI ZYMI round pie with feta Elassona 800g,6.1,0,ION0079,UK Zero Rate,S00-107
SPITIKI ZYMI round pie with feta Elassona 800g (Box of 6),36.6,0,ION0079-6,UK Zero Rate,
SPITIKI ZYMI round pie with feta & spinach Elassona 800g,6.1,0,ION0080,UK Zero Rate,S00-107
SPITIKI ZYMI round pie with feta & spinach Elassona 800g (Box of 6),36.6,0,ION0080-6,UK Zero Rate,
SPITIKI ZYMI bougatsa with cream 500g,4.1,0,ION0081,UK Zero Rate,S00-107
SPITIKI ZYMI bougatsa with cream 500g (Box of 8),32.8,0,ION0081-8,UK Zero Rate,
SPITIKI ZYMI pizza special 480g,5.9,0,ION0082,UK Zero Rate,S00-107
SPITIKI ZYMI pizza special 480g (Box of 6),35.4,0,ION0082-6,UK Zero Rate,
SPITIKI ZYMI mini homemade pies with katiki Domokou cheese 700g,5.1,0,ION0083,UK Zero Rate,S00-107
SPITIKI ZYMI mini homemade pies with katiki Domokou cheese 700g (Box of 6),30.6,0,ION0083-6,UK Zero Rate,
SPITIKI ZYMI homemade pie with katiki Domokou 550g,5.1,0,ION0084,UK Zero Rate,S00-107
SPITIKI ZYMI homemade pie with katiki Domokou 550g (Box of 8),35.7,0,ION0084-8,UK Zero Rate,
SPITIKI ZYMI mini rolls with potato 500g,4.2,0,ION0086,UK Zero Rate,S00-107
SPITIKI ZYMI mini rolls with potato 500g (Box of 14),58.8,0,ION0086-14,UK Zero Rate,
Traditional spiral twirled pie with spinach mizithra feta cheese 220g (Box of 40),0,0,AM002,UK Zero Rate,S00-73
Gia..gia mas Tangerine Drink 600gr,12.5,0,GIA011,UK Zero Rate,S00-82
Smoked Cod Fillet (Mpakaliaros)150g,3.75,0,FAN001,UK Zero Rate,
Anchovies Fillet Marinated 150g,3.75,0,FAN002,UK Zero Rate,S00-146
Anchovies Fillet Marinated 750g,15.9,0,FAN003,UK Zero Rate,S00-146
Smoked Mackerel Fillet (Skoumpri) 150g,3.75,0,FAN004,UK Zero Rate,S00-146
Premium Smoked Mackerel Fillet (Skoumpri) 30% less salt 110g,3.75,0,FAN006,UK Zero Rate,S00-146
Whole Smoked Mackerel Vacuum (Skoumpri) appr.350g,6.5,0,FAN007,UK Zero Rate,S00-146
Smoked Mackerel Fillet (Skoumpri) 1Kg,18.9,0,FAN008,UK Zero Rate,S00-146
Smoked Herring Fillet (Regga) 150g,3.75,0,FAN009,UK Zero Rate,S00-146
Smoked Herring Fillet (Regga) 750g,14.9,0,FAN010,UK Zero Rate,S00-146
Whole Smoked Herring (Regga) appr.350g,3.9,0,FAN011,UK Zero Rate,S00-146
Ouzomeze in oil 150g,3.75,0,FAN012,UK Zero Rate,S00-146
Ouzomeze in oil 750g,14.9,0,FAN013,UK Zero Rate,S00-146
Octopus boiled in oil and vinegar 150g,6.4,0,FAN014,UK Zero Rate,S00-146
Octopus boiled in oil and vinegar 750g,39,0,FAN015,UK Zero Rate,S00-146
Seafood Mix 150g,6.1,0,FAN016,UK Zero Rate,S00-146
Seafood Mix 750g,28,0,FAN017,UK Zero Rate,
Crab rolls boiled (Kavouropsicha) 150g,3.3,0,FAN018,UK Zero Rate,S00-146
Mussels with Oregano 150g,3.3,0,FAN019,UK Zero Rate,S00-146
Smoked Salmon Fillet 100g,6.2,0,FAN020,UK Zero Rate,S00-146
Lakerda 150g,3.75,0,FAN021,UK Zero Rate,S00-146
Smoked Trout Fillet (Pestrofa) 100g,3.65,0,FAN022,UK Zero Rate,S00-146
Smoked Mackerel Fillet (Skoumpri) 750g,15.9,0,FAN005,UK Zero Rate,S00-146
Smoked Cod Fillet (Mpakaliaros)150g (Box of 6),0,0,FAN001-6,UK Zero Rate,
Anchovies Fillet Marinated 150g (Box of 6),0,0,FAN002-6,UK Zero Rate,
Smoked Mackerel Fillet (Skoumpri) 150g (Box of 6),0,0,FAN004-6,UK Zero Rate,
Premium Smoked Mackerel Fillet (Skoumpri) 30% less salt 110g (Box of 6),0,0,FAN006-6,UK Zero Rate,
Smoked Herring Fillet (Regga) 150g (Box of 6),0,0,FAN009-6,UK Zero Rate,
Ouzomeze in oil 150g (Box of 6),0,0,FAN012-6,UK Zero Rate,
Octopus boiled in oil and vinegar 150g (Box of 6),0,0,FAN014-6,UK Zero Rate,
Seafood Mix 150g (Box of 6),0,0,FAN016-6,UK Zero Rate,
Crab rolls boiled (Kavouropsicha) 150g (Box of 6),0,0,FAN018-6,UK Zero Rate,
Mussels with Oregano 150g (Box of 6),0,0,FAN019-6,UK Zero Rate,
Smoked Salmon Fillet 100g (Box of 6),0,0,FAN020-6,UK Zero Rate,
Lakerda 150g (Box of 6),0,0,FAN021-6,UK Zero Rate,
Smoked Trout Fillet (Pestrofa) 100g (Box of 6),0,0,FAN022-6,UK Zero Rate,
GR•EAT  Melomakarona-Cinammon 400g,6.9,0,GREAT005,UK Zero Rate,
Greek oregano 80g,3.1,0,AVR079,UK Zero Rate,S00-29
Olympus Petit Four Praline 350g,6.99,0,OLYM028,UK Zero Rate,S00-138
IFANTIS Salami dry with pepper (spicy paprika) 180g,3.6,0,IF063,UK Zero Rate,S00-9
IFANTIS Salami dry Milano 200g,3.39,0,IF064,UK Zero Rate,S00-9
IFANTIS Salami dry Lefkada 180g,3.6,0,IF065,UK Zero Rate,S00-9
IFANTIS Boiled Pariza 3Kg appr.,0,0,IF066,UK Zero Rate,S00-9
IFANTIS Salami with Green Olives,9.2,0,IF067,UK Zero Rate,S00-9
IFANTIS Sausages Vienna 250g,3.09,0,IF068,UK Zero Rate,S00-9
IFANTIS Sausages Franka 300g,3.49,0,IF069,UK Zero Rate,S00-9
IFANTIS Mani Sausage with Orange 350g,2.5,0,IF070,UK Zero Rate,S00-9
IFANTIS Ham  & Edam Cheese 300g,4.5,0,IF071,UK Zero Rate,S00-9
IFANTIS Boiled Pariza & Gouda Cheese 300g,4.3,0,IF072,UK Zero Rate,S00-9
IFANTIS Smoked turkey & Cheese 300g,4.4,0,IF073,UK Zero Rate,S00-9
IFANTIS Boiled Pariza 160g,1.8,0,IF074,UK Zero Rate,S00-9
LELIA Olives Kalamon 250g,2.99,0,IF075,UK Zero Rate,S00-9
LELIA Olives PDO Thassou 150g,2.5,0,IF076,UK Zero Rate,S00-9
LELIA Pitted Olives Kalamon 100g,1.85,0,IF077,UK Zero Rate,S00-9
LELIA Mix Black & Green Olives 100g,1.8,0,IF078,UK Zero Rate,S00-9
ESTI Balsamic Vinegar in glass bottle 250ml,5.9,0,ESTI082,UK Zero Rate,S00-9
IFANTIS Mortadella 160g,1.8,0,IF088,UK Zero Rate,S00-9
IFANTIS Smoked Turkey Fillet 160g,2.8,0,IF089,UK Zero Rate,S00-9
IFANTIS Boiled Turkey Fillet 160g,2.8,0,IF090,UK Zero Rate,S00-9
IFANTIS Dry Salami Thassou (sliced) 100g,2.29,0,IF091,UK Zero Rate,S00-9
IFANTIS Ferrano Mortadella 500g,4.29,0,IF092,UK Zero Rate,S00-9
IFANTIS Ferrano Air Dry Salami Sliced 70g,1.5,0,IF093,UK Zero Rate,S00-9
IFANTIS Ferrano Coppa in slices 70g,3.5,0,IF094,UK Zero Rate,
IFANTIS Ferrano Bacon Panseta 80g,2.99,0,IF095,UK Zero Rate,S00-9
Pork Schnitzel 120gr (1kg pack),12.9,0,BI110,UK Zero Rate,S00-2
Pork schnitzel (Box of 3Kg ),0,0,BI110-6,UK Zero Rate,
Green peas 1Kg   (Box of 14),41.86,35,AI003- 14,UK Zero Rate,
IFANTIS Meatballs 500g,5.49,0,IF096,UK Zero Rate,S00-9
IFANTIS Hamburger (8x80g),8.15,0,IF097,UK Zero Rate,S00-9
IFANTIS Hot Dog Nuggets 500g,7.19,0,IF098,UK Zero Rate,S00-9
IFANTIS Stuffed Chicken Roll 1.2Kg appr.,12.9,0,IF099,UK Zero Rate,S00-9
IFANTIS Chicken Nuggets 500g,7.99,0,IF100,UK Zero Rate,S00-9
IFANTIS Roasted Chicken fillets 390g,8.3,0,IF101,UK Zero Rate,S00-9
ESTI Plant-Based Meatballs 360g,12.8,0,ESTI104,UK Zero Rate,S00-9
Thyme 500g,16,0,AVR080,UK Zero Rate,S00-29
FOUANTRE Pork Ham 300g,0,0,IF116,UK Zero Rate,S00-9
Bikre gyros pork Ellite 20Kg,0,0,BI111,UK Zero Rate,S00-2
Ifantis Pariza Turkey 330g,0,0,IF118,UK Zero Rate,S00-9
